"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7208","Login Test Case","","Fri Aug 01 11:51:34 IST 2025","passed","Fri Aug 01 11:51:41 IST 2025","","ClientApp.spec.js","",""
